Term,Score,Polarity,isAcquired,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
steadfastly,1,POS,N,,,,,,,,,,,,,,,,,,,,
steadfastness,1,POS,N,,,,,,,,,,,,,,,,,,,,
steadiest,1,POS,N,,,,,,,,,,,,,,,,,,,,
steadiness,1,POS,N,,,,,,,,,,,,,,,,,,,,
steady,1,POS,N,,,,,,,,,,,,,,,,,,,,
steal,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stealing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
steals,1,NEG,N,,,,,,,,,,,,,,,,,,,,
steep,1,NEG,N,,,,,,,,,,,,,,,,,,,,
steeply,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stellar,1,POS,N,,,,,,,,,,,,,,,,,,,,
stellarly,1,POS,N,,,,,,,,,,,,,,,,,,,,
stench,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stereotype,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stereotypical,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stereotypically,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stern,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stew,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sticky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stiff,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stiffness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stifle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stifling,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stiflingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stigma,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stigmatize,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stimulate,1,POS,N,,,,,,,,,,,,,,,,,,,,
stimulates,1,POS,N,,,,,,,,,,,,,,,,,,,,
stimulating,1,POS,N,,,,,,,,,,,,,,,,,,,,
stimulative,1,POS,N,,,,,,,,,,,,,,,,,,,,
sting,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stinging,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stingingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stingy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stink,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stinks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stirringly,1,POS,N,,,,,,,,,,,,,,,,,,,,
stodgy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stole,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stolen,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stooge,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stooges,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stormy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
straggle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
straggler,1,NEG,N,,,,,,,,,,,,,,,,,,,,
straighten,1,POS,N,,,,,,,,,,,,,,,,,,,,
straightforward,1,POS,N,,,,,,,,,,,,,,,,,,,,
strain,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strained,1,NEG,N,,,,,,,,,,,,,,,,,,,,
straining,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strange,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strangely,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stranger,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strangest,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strangle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
streaky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
streamlined,1,POS,N,,,,,,,,,,,,,,,,,,,,
strenuous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stress,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stressed,0.74839944,NEG,Y,"Consolidation in the Indian steel sector that began in 2018 will continue in 2019, with five <span class=""OP"">stressed</span> steel companies accounting for 20% of the country's steel-producing capacity operating under new ownership. ""","Bharat Heavy Electrical (BHEL) has told employees that it will discontinue encashment of unused earned leaves following <span class=""OP"">stressed</span> cash flow.",""""" """"The rate cuts necessary for revival have been put in place and the future looks brighter for our <span class=""OP"">stressed</span> NBFCs.","The Breman Essiam Chief <span class=""OP"">stressed</span> that if anybody tells you that one constituency, one million dollars promise has not taken effect, tell that person it is not true because I am a living witness to them.","The market has clearly factored in dismal earnings, but is cheering the decline in interest rates, improving liquidity as well as incremental positive news on resolution of some of the large <span class=""OP"">stressed</span> assets, he pointed out.","Deloitte charged a very large sum of fees to recommend creating more complex financial services business and grow its already <span class=""OP"">stressed</span> book.","ET Intelligence Group: Ultra-Tech Cement, which commands valuations similar to those at consumer companies, beat Street estimates of operational performance in the March quarter, pointing to further gains at the leading manufacturer that acquired <span class=""OP"">stressed</span> assets to plug supply gaps in Indias highly regional cement market.","Further revival of <span class=""OP"">stressed</span> businesses and recovery of NPAs are expected to ease the concerns on liquidity and perk up the business sentiment.","Most of the cement companies have <span class=""OP"">stressed</span> balance-sheets.","In a landmark decision, Uttar Pradesh energy regulator has directed a Tata Power entity to pare power tariffs by 0.14/unit before taking control of <span class=""OP"">stressed</span> thermal power plant in Prayagraj (Allahabad) operated by the Jaypee Group.","The judgement could set a precedent with a large number of <span class=""OP"">stressed</span> energy assets already on the blocks and pursued by other firms for takeovers.","Prayagraj Power Generation Company Limited (PPGCL), a unit of Jaiprakash Associates, owns the <span class=""OP"">stressed</span> 1,980 megawatt (mw) power plant.","The share purchase agreement was the result of the <span class=""OP"">stressed</span> asset resolution initiated by the lenders through competitive bidding.","The ongoing resolution to the <span class=""OP"">stressed</span> Essar Steel debt took an interesting turn with State Bank of India on Monday moving the Supreme Court against the National Company Law and Appellate Tribunal (NCLAT) recent order directing the committee of creditors to consider more payment to Standard Chartered Bank from the Rs.","As per PTI report, Chandrasekaran gave suggestions on manufacturing and services sectors, while Puri <span class=""OP"">stressed</span> on value addition in the economy.","Mr Rath congratulated all the persons involved in the Battery Project and <span class=""OP"">stressed</span> the importance of the commissioning of the Battery as per schedule and exhorted them to put all out efforts to achieve the same with strict adherence to safety standards.","The company, which was acquired by Tata Steel in May 2018 under the NCLT-led auction of <span class=""OP"">stressed</span> steel assets, attributed the hike in output to higher mill availability with improvement in maintenance practices and uninterrupted raw material supply.",,,
stresses,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stressful,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stressfully,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stricken,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strict,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strictly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strident,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stridently,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strife,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strike,1,NEG,N,,,,,,,,,,,,,,,,,,,,
striking,1,POS,N,,,,,,,,,,,,,,,,,,,,
strikingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
stringent,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stringently,1,NEG,N,,,,,,,,,,,,,,,,,,,,
striving,1,POS,N,,,,,,,,,,,,,,,,,,,,
strong,1,POS,N,,,,,,,,,,,,,,,,,,,,
stronger,1,POS,N,,,,,,,,,,,,,,,,,,,,
strongest,1,POS,N,,,,,,,,,,,,,,,,,,,,
struck,1,NEG,N,,,,,,,,,,,,,,,,,,,,
struggle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
struggled,1,NEG,N,,,,,,,,,,,,,,,,,,,,
struggles,1,NEG,N,,,,,,,,,,,,,,,,,,,,
struggling,1,NEG,N,,,,,,,,,,,,,,,,,,,,
strut,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stubborn,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stubbornly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stubbornness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stuck,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stuffy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stumble,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stumbled,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stumbles,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stump,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stumped,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stumps,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stun,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stunned,1,POS,N,,,,,,,,,,,,,,,,,,,,
stunning,1,POS,N,,,,,,,,,,,,,,,,,,,,
stunningly,1,POS,N,,,,,,,,,,,,,,,,,,,,
stunt,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stunted,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupendous,1,POS,N,,,,,,,,,,,,,,,,,,,,
stupendously,1,POS,N,,,,,,,,,,,,,,,,,,,,
stupid,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupidest,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupidity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupidly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupified,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupify,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stupor,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sturdier,1,POS,N,,,,,,,,,,,,,,,,,,,,
sturdy,1,POS,N,,,,,,,,,,,,,,,,,,,,
stutter,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stuttered,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stuttering,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stutters,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sty,1,NEG,N,,,,,,,,,,,,,,,,,,,,
stylish,1,POS,N,,,,,,,,,,,,,,,,,,,,
stylishly,1,POS,N,,,,,,,,,,,,,,,,,,,,
stylized,1,POS,N,,,,,,,,,,,,,,,,,,,,
stymied,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suave,1,POS,N,,,,,,,,,,,,,,,,,,,,
suavely,1,POS,N,,,,,,,,,,,,,,,,,,,,
subdued,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subjected,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subjection,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subjugate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subjugation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sublime,1,POS,N,,,,,,,,,,,,,,,,,,,,
submissive,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subordinate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sub-par,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subpoena,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subpoenas,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subservience,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subservient,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subsidize,1,POS,N,,,,,,,,,,,,,,,,,,,,
subsidized,1,POS,N,,,,,,,,,,,,,,,,,,,,
subsidizes,1,POS,N,,,,,,,,,,,,,,,,,,,,
subsidizing,1,POS,N,,,,,,,,,,,,,,,,,,,,
substandard,1,NEG,N,,,,,,,,,,,,,,,,,,,,
substantial,0.99745023,POS,Y,"A <span class=""OP"">substantial</span> portion of power generated from the project will be supplied to the Grid Corporation of Odisha (GRIDCO), it said.(This story has not been edited by Business Standard staff and is auto-generated from a syndicated feed.)","Due to these benefits, companies in the APAC region are making <span class=""OP"">substantial</span> investments in WFO-related applications, including quality management and workforce management.","A users ability to see and understand their water usage outdoors engages them directly in its conservation; reinforcing changes to their behavior that can add up to <span class=""OP"">substantial</span> cost savings for them, while also contributing to greater water resource savings for our communities' livability and affordability.""","We have invested a <span class=""OP"">substantial</span> amount of time, resources and research into our new parts department, to service the large array of tractors, combines, balers and telehandlers that are in the area.","Based on the feedback received from the commission, it is increasingly clear that the commission is not intending to clear the proposed JV as it expects <span class=""OP"">substantial</span> remedies in the form of sale of assets of the proposed venture,"""" Tata Steel said in a statement.","US officials have said China has backtracked on <span class=""OP"">substantial</span> commitments it made during months of negotiations.","But based on the feedback received from the Commission, it is increasingly clear that they are not intending to clear the proposal as they expect <span class=""OP"">substantial</span> remedies in the form of sale of assets of the proposed JV,"""" Tata Steel said.","Based on the feedback received, it is increasingly clear that it is not intending to clear the proposed joint venture as it expects <span class=""OP"">substantial</span> remedies in the form of sale of assets of the proposed venture,"""" Tata Steel said in a statement.","We are glad to collaborate with them and look forward to offer our consumers with an efficient product that ensures <span class=""OP"">substantial</span> savings on their monthly bill and leaves a minimum carbon footprint without compromising on their comfort.""","Moody's regards the coronavirus outbreak as a social risk under its ESG framework, given the <span class=""OP"">substantial</span> implications on public health and safety.","The apex court said it was necessary to revive the real estate company as more than 20,000 homebuyers had invested in the Jaypee Group, the project had been implemented in part, a <span class=""OP"">substantial</span> number of homebuyers were put in possession and the remaining work was in progress and in some cases, at an advanced stage of completion.","Managed futures accounts can subject to <span class=""OP"">substantial</span> charges for management and advisory fees.","The numbers within this website include all such fees, but it may be necessary for those accounts that are subject to these charges to make <span class=""OP"">substantial</span> trading profits in the future to avoid depletion or exhaustion of their assets.","Tata meanwhile highlighted that the commissions feedback has indicated that is not intending to clear the proposed joint venture as it expects <span class=""OP"">substantial</span> remedies … in the form of sale of assets of the proposed venture.","To provide Industry 4.0 solutions with <span class=""OP"">substantial</span> added value for the customer, we need collaboration across different companies, said Stefan Spindler, CEO of Schaefflers industrial division.","They had invested <span class=""OP"">substantial</span> amount in Rel Jio and the retail part and now at this stage, it appears that the company is trying to deleverage some of their assets and if they manage to bring in an investor for their core business of refining and petchem which is stabilising.","Moodys regards the outbreak as a social risk under its ESG framework, given the <span class=""OP"">substantial</span> implications for public health and safety.",,,
substantive,1,POS,N,,,,,,,,,,,,,,,,,,,,
subtract,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subversion,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subversive,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subversively,1,NEG,N,,,,,,,,,,,,,,,,,,,,
subvert,1,NEG,N,,,,,,,,,,,,,,,,,,,,
succeed,1,POS,N,,,,,,,,,,,,,,,,,,,,
succeeded,1,POS,N,,,,,,,,,,,,,,,,,,,,
succeeding,1,POS,N,,,,,,,,,,,,,,,,,,,,
succeeds,1,POS,N,,,,,,,,,,,,,,,,,,,,
succes,1,POS,N,,,,,,,,,,,,,,,,,,,,
success,1,POS,N,,,,,,,,,,,,,,,,,,,,
successes,1,POS,N,,,,,,,,,,,,,,,,,,,,
successful,1,POS,N,,,,,,,,,,,,,,,,,,,,
successfully,1,POS,N,,,,,,,,,,,,,,,,,,,,
succumb,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suck,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sucked,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sucker,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sucks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sucky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sue,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sued,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sueing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sues,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suffer,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suffered,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sufferer,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sufferers,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suffering,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suffers,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suffice,1,POS,N,,,,,,,,,,,,,,,,,,,,
sufficed,1,POS,N,,,,,,,,,,,,,,,,,,,,
suffices,1,POS,N,,,,,,,,,,,,,,,,,,,,
sufficient,1,POS,N,,,,,,,,,,,,,,,,,,,,
sufficiently,1,POS,N,,,,,,,,,,,,,,,,,,,,
suffocate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sugar-coat,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sugarcoated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sugar-coated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suicidal,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suicide,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suitable,1,POS,N,,,,,,,,,,,,,,,,,,,,
sulk,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sullen,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sully,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sumptuous,1,POS,N,,,,,,,,,,,,,,,,,,,,
sumptuously,1,POS,N,,,,,,,,,,,,,,,,,,,,
sumptuousness,1,POS,N,,,,,,,,,,,,,,,,,,,,
sunder,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sunk,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sunken,1,NEG,N,,,,,,,,,,,,,,,,,,,,
super,1,POS,N,,,,,,,,,,,,,,,,,,,,
superb,1,POS,N,,,,,,,,,,,,,,,,,,,,
superbly,1,POS,N,,,,,,,,,,,,,,,,,,,,
superficial,1,NEG,N,,,,,,,,,,,,,,,,,,,,
superficiality,1,NEG,N,,,,,,,,,,,,,,,,,,,,
superficially,1,NEG,N,,,,,,,,,,,,,,,,,,,,
superfluous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
superior,1,POS,N,,,,,,,,,,,,,,,,,,,,
superiority,1,POS,N,,,,,,,,,,,,,,,,,,,,
superlative,1,POS,N,,,,,,,,,,,,,,,,,,,,
superstition,1,NEG,N,,,,,,,,,,,,,,,,,,,,
superstitious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
supple,1,POS,N,,,,,,,,,,,,,,,,,,,,
support,1,POS,N,,,,,,,,,,,,,,,,,,,,
supported,1,POS,N,,,,,,,,,,,,,,,,,,,,
supporter,1,POS,N,,,,,,,,,,,,,,,,,,,,
supporting,1,POS,N,,,,,,,,,,,,,,,,,,,,
supportive,1,POS,N,,,,,,,,,,,,,,,,,,,,
supports,1,POS,N,,,,,,,,,,,,,,,,,,,,
suppress,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suppression,1,NEG,N,,,,,,,,,,,,,,,,,,,,
supremacy,1,POS,N,,,,,,,,,,,,,,,,,,,,
supreme,1,POS,N,,,,,,,,,,,,,,,,,,,,
supremely,1,POS,N,,,,,,,,,,,,,,,,,,,,
supurb,1,POS,N,,,,,,,,,,,,,,,,,,,,
supurbly,1,POS,N,,,,,,,,,,,,,,,,,,,,
surmount,1,POS,N,,,,,,,,,,,,,,,,,,,,
surpass,1,POS,N,,,,,,,,,,,,,,,,,,,,
surreal,1,POS,N,,,,,,,,,,,,,,,,,,,,
surrender,1,NEG,N,,,,,,,,,,,,,,,,,,,,
survival,1,POS,N,,,,,,,,,,,,,,,,,,,,
survivor,1,POS,N,,,,,,,,,,,,,,,,,,,,
susceptible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suspect,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suspicion,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suspicions,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suspicious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
suspiciously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sustain,1,POS,N,,,,,,,,,,,,,,,,,,,,
sustainability,1,POS,N,,,,,,,,,,,,,,,,,,,,
sustainable,1,POS,N,,,,,,,,,,,,,,,,,,,,
sustained,0.70037234,NEG,Y,"The downgrades reflect <span class=""OP"">sustained</span> deterioration in Tata Motors credit profile, with weaker than anticipated credit metrics–led by the weak performance of JLR, Kaustubh Chaubal, a vice president and senior credit officer at Moodys said in a note.","6- times or margins remain below 2 percent on a <span class=""OP"">sustained</span> basis.","The rupee tumbled 29 paise on Monday to close at an over six-month low of 71.43 against the US dollar amid growing worries over economic slump, <span class=""OP"">sustained</span> FPI outflows, a rise in crude oil prices and strengthening of the US dollar vis-a-vis other currencies","Ethiopias growth and transformation plan serves as a catalyst towards realising its national vision of accelerated and <span class=""OP"">sustained</span> economic growth in order to eradicate poverty and increase prosperity.","The robust performance amid a challenging business environment was driven by record results by Novelis and the Indian Aluminium Business, and a <span class=""OP"">sustained</span> performance by the Copper Business.","""""All of these are expected to result in <span class=""OP"">sustained</span> demand growth for cement going forward.","Moodys could downgrade JSWs CFR if leverage remains in excess of 4.5x or Ebit/interest coverage below 2x, and Ebit margin below 12%, all on a <span class=""OP"">sustained</span> basis.","Downward ratings pressure could also build if JSW undertakes a large debt-financed acquisition without an immediate and meaningful counterbalancing effect on earnings, thereby resulting in a <span class=""OP"">sustained</span> increase in leverage.","After a <span class=""OP"">sustained</span> struggle by the employees, the Rashtriya Ispat Nigam Limited (RINL) has approved pension by issuing a circular on Thursday.","Blue Star intends to make significant and <span class=""OP"">sustained</span> investments in a number of areas including developing new technologies and products; increasing manufacturing capacity; enhancing the technical and managerial skills of its people; extending its distribution reach in India and abroad; building engineering and modern project execution capabilities; providing superior service and support to its customers; and building the Blue Star brand.","""We will go forward as a new company that is leaner and fitter, building on the <span class=""OP"">sustained</span> investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand.""","The management at HeroMotoCorp said, though a good monsoon and a good rabi harvest would help boost farm incomes, it was circumspect on the outlook, saying that <span class=""OP"">sustained</span> recovery in the domestic two-wheeler industry would take time.","We will go forward as a transformed company that is leaner and fitter, building on the <span class=""OP"">sustained</span> investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand,"""" he said.","The British carmaker has been facing a <span class=""OP"">sustained</span> slowdown in demand in its major markets, especially in China, where sales have been declining at high double-digit rates since last July due to tariff changes and ongoing trade tensions between Beijing and Washington.","- Indian shares extended gains to record highs on Tuesday, led by index heavyweights ICICI Bank Ltd and Reliance Industries Ltd, amid <span class=""OP"">sustained</span> buying from foreign investors.","The two brands invested in several costly projects during the past several years without any assurance of a <span class=""OP"">sustained</span> demand.","Martina's drive and ability to lead have had a lasting impact resulting in <span class=""OP"">sustained</span> sales growth for Hilti Canada during her tenure.",,,
swagger,1,NEG,N,,,,,,,,,,,,,,,,,,,,
swamped,1,NEG,N,,,,,,,,,,,,,,,,,,,,
swank,1,POS,N,,,,,,,,,,,,,,,,,,,,
swankier,1,POS,N,,,,,,,,,,,,,,,,,,,,
swankiest,1,POS,N,,,,,,,,,,,,,,,,,,,,
swanky,1,POS,N,,,,,,,,,,,,,,,,,,,,
sweaty,1,NEG,N,,,,,,,,,,,,,,,,,,,,
sweeping,1,POS,N,,,,,,,,,,,,,,,,,,,,
sweet,1,POS,N,,,,,,,,,,,,,,,,,,,,
sweeten,1,POS,N,,,,,,,,,,,,,,,,,,,,
sweetheart,1,POS,N,,,,,,,,,,,,,,,,,,,,
sweetly,1,POS,N,,,,,,,,,,,,,,,,,,,,
sweetness,1,POS,N,,,,,,,,,,,,,,,,,,,,
swelled,1,NEG,N,,,,,,,,,,,,,,,,,,,,
swelling,1,NEG,N,,,,,,,,,,,,,,,,,,,,
swift,1,POS,N,,,,,,,,,,,,,,,,,,,,
swiftness,1,POS,N,,,,,,,,,,,,,,,,,,,,
swindle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
swipe,1,NEG,N,,,,,,,,,,,,,,,,,,,,
swollen,1,NEG,N,,,,,,,,,,,,,,,,,,,,
symptom,1,NEG,N,,,,,,,,,,,,,,,,,,,,
symptoms,1,NEG,N,,,,,,,,,,,,,,,,,,,,
syndrome,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taboo,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tacky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taint,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tainted,1,NEG,N,,,,,,,,,,,,,,,,,,,,
talent,1,POS,N,,,,,,,,,,,,,,,,,,,,
talented,1,POS,N,,,,,,,,,,,,,,,,,,,,
talents,1,POS,N,,,,,,,,,,,,,,,,,,,,
tamper,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tangle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tangled,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tangles,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tank,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tanked,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tanks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tantalize,1,POS,N,,,,,,,,,,,,,,,,,,,,
tantalizing,1,POS,N,,,,,,,,,,,,,,,,,,,,
tantalizingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
tantrum,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tardy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tarnish,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tarnished,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tarnishes,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tarnishing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tattered,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taunt,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taunting,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tauntingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taunts,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taut,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tawdry,1,NEG,N,,,,,,,,,,,,,,,,,,,,
taxing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tease,1,NEG,N,,,,,,,,,,,,,,,,,,,,
teasingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tedious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tediously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
temerity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
temper,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tempest,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tempt,1,POS,N,,,,,,,,,,,,,,,,,,,,
temptation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tempting,1,POS,N,,,,,,,,,,,,,,,,,,,,
temptingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
tenacious,1,POS,N,,,,,,,,,,,,,,,,,,,,
tenaciously,1,POS,N,,,,,,,,,,,,,,,,,,,,
tenacity,1,POS,N,,,,,,,,,,,,,,,,,,,,
tender,1,POS,N,,,,,,,,,,,,,,,,,,,,
tenderly,1,POS,N,,,,,,,,,,,,,,,,,,,,
tenderness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tense,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tension,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tentative,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tentatively,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tenuous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tenuously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
tepid,1,NEG,N,,,,,,,,,,,,,,,,,,,,
terrible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
terribleness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
terribly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
